"latitude","longitude","generationtime_ms","utc_offset_seconds","timezone","timezone_abbreviation","elevation","daily_units__time","daily_units__precipitation_sum","daily_units__rain_sum","daily_units__temperature_2m_max","daily_units__temperature_2m_min","daily_units__temperature_2m_mean","daily_units__relative_humidity_2m_mean","daily_units__dewpoint_2m_mean","daily_units__wind_speed_10m_mean","daily_units__wind_direction_10m_dominant","daily_units__wind_gusts_10m_max","daily_units__surface_pressure_mean","daily_units__cloud_cover_mean","daily_units__shortwave_radiation_sum","daily__time","daily__precipitation_sum","daily__rain_sum","daily__temperature_2m_max","daily__temperature_2m_min","daily__temperature_2m_mean","daily__relative_humidity_2m_mean","daily__dewpoint_2m_mean","daily__wind_speed_10m_mean","daily__wind_direction_10m_dominant","daily__wind_gusts_10m_max","daily__surface_pressure_mean","daily__cloud_cover_mean","daily__shortwave_radiation_sum"
"","","","","","","","","","","","","","","","","","","","","","2025-09-22","2.70","2.70","33.0","25.3","28.6","77","23.8","9.3","247","28.4","1005.1","96","19.07"
"","","","","","","","","","","","","","","","","","","","","","2025-09-23","0.30","0.30","33.7","24.7","28.9","70","22.8","9.1","256","34.2","1005.3","100","16.60"
"","","","","","","","","","","","","","","","","","","","","","2025-09-24","0.40","0.40","33.7","25.8","29.2","64","21.3","9.2","274","37.8","1003.9","91","20.58"
"","","","","","","","","","","","","","","","","","","","","","2025-09-25","0.10","0.10","35.0","25.5","29.7","65","22.0","9.5","259","34.2","1002.7","70","23.42"
"","","","","","","","","","","","","","","","","","","","","","2025-09-26","0.20","0.20","33.7","25.0","29.0","68","22.3","8.5","270","39.6","1002.5","100","19.66"
"","","","","","","","","","","","","","","","","","","","","","2025-09-27","0.40","0.40","35.2","26.2","29.9","61","21.3","10.3","241","40.7","1003.4","95","21.26"
"","","","","","","","","","","","","","","","","","","","","","2025-09-28","12.00","12.00","35.0","24.6","29.4","67","22.1","10.1","233","43.9","1004.2","91","21.87"
"","","","","","","","","","","","","","","","","","","","","","2025-09-29","1.90","1.90","34.0","24.6","28.6","76","23.4","5.6","239","28.4","1004.2","100","17.15"
"","","","","","","","","","","","","","","","","","","","","","2025-09-30","0.10","0.10","32.0","24.2","27.7","76","22.8","5.9","275","30.6","1003.4","100","11.97"
"","","","","","","","","","","","","","","","","","","","","","2025-10-01","0.00","0.00","32.2","25.6","28.7","71","22.8","6.0","285","22.3","1003.1","100","9.09"
"","","","","","","","","","","","","","","","","","","","","","2025-10-02","2.50","2.50","33.7","24.5","28.9","71","22.8","9.8","242","36.0","1005.1","98","15.76"
"","","","","","","","","","","","","","","","","","","","","","2025-10-03","1.80","1.80","34.2","25.0","29.2","72","23.2","8.8","210","24.8","1007.3","78","19.55"
"","","","","","","","","","","","","","","","","","","","","","2025-10-04","28.50","28.50","32.2","24.4","27.4","76","22.4","9.4","246","39.2","1008.7","95","14.84"
"","","","","","","","","","","","","","","","","","","","","","2025-10-05","3.20","3.20","34.2","25.5","28.8","71","22.7","10.6","228","40.0","1008.0","60","21.07"
"","","","","","","","","","","","","","","","","","","","","","2025-10-06","12.30","12.30","34.2","24.1","27.6","79","23.2","8.4","269","36.7","1008.6","70","20.92"
"","","","","","","","","","","","","","","","","","","","","","2025-10-07","1.00","1.00","33.5","24.7","28.6","78","23.9","5.6","160","26.6","1008.5","61","20.85"
"","","","","","","","","","","","","","","","","","","","","","2025-10-08","3.30","3.30","32.9","25.7","28.4","77","23.9","7.6","210","30.6","1008.4","30","20.13"
"","","","","","","","","","","","","","","","","","","","","","2025-10-09","8.90","8.90","33.5","25.1","28.3","78","23.8","8.0","208","34.6","1008.6","87","19.16"
"","","","","","","","","","","","","","","","","","","","","","2025-10-10","0.10","0.10","32.5","24.2","28.0","78","23.4","7.7","75","30.2","1007.5","86","21.99"
"","","","","","","","","","","","","","","","","","","","","","2025-10-11","2.60","2.60","32.3","25.1","28.4","76","23.5","7.1","7","36.4","1007.3","38","20.58"
"","","","","","","","","","","","","","","","","","","","","","2025-10-12","1.10","1.10","31.7","25.2","28.3","79","24.1","7.5","60","31.0","1006.8","27","20.42"
"","","","","","","","","","","","","","","","","","","","","","2025-10-13","5.20","5.20","32.0","25.0","28.0","80","24.0","7.3","26","34.2","1007.0","68","20.19"
"","","","","","","","","","","","","","","","","","","","","","2025-10-14","6.20","6.20","31.2","25.4","27.9","80","24.0","8.7","58","33.8","1006.0","46","21.74"
"","","","","","","","","","","","","","","","","","","","","","2025-10-15","39.20","39.20","29.5","23.5","26.0","88","23.9","9.7","17","35.3","1006.2","100","14.05"
"","","","","","","","","","","","","","","","","","","","","","2025-10-16","16.40","16.40","29.5","24.1","26.2","90","24.2","9.4","45","44.3","1006.5","100","15.95"
"","","","","","","","","","","","","","","","","","","","","","2025-10-17","21.40","21.40","28.2","23.8","25.7","91","24.0","10.6","19","34.2","1008.1","100","13.69"
"","","","","","","","","","","","","","","","","","","","","","2025-10-18","20.80","20.80","28.5","24.6","26.0","91","24.4","6.4","20","27.4","1007.4","100","8.92"
"","","","","","","","","","","","","","","","","","","","","","2025-10-19","6.20","6.20","28.8","24.5","26.4","88","24.2","5.5","30","23.0","1006.7","96","13.73"
"","","","","","","","","","","","","","","","","","","","","","2025-10-20","17.10","17.10","28.2","24.4","25.7","90","23.9","8.7","38","29.2","1006.4","99","10.15"
"","","","","","","","","","","","","","","","","","","","","","2025-10-21","18.60","18.60","26.4","23.9","25.1","93","23.9","10.8","32","36.0","1006.2","100","9.24"
"","","","","","","","","","","","","","","","","","","","","","2025-10-22","23.10","23.10","28.3","24.6","26.4","88","24.2","13.1","83","34.9","1005.9","100","10.36"
"","","","","","","","","","","","","","","","","","","","","","2025-10-23","22.90","22.90","29.4","23.7","26.2","91","24.6","5.0","181","21.6","1006.5","89","12.87"
"","","","","","","","","","","","","","","","","","","","","","2025-10-24","13.40","13.40","28.1","24.1","25.8","90","24.0","6.7","334","24.1","1007.6","100","7.80"
"","","","","","","","","","","","","","","","","","","","","","2025-10-25","21.70","21.70","29.8","24.2","26.0","90","24.2","6.9","346","35.3","1007.6","95","13.87"
"","","","","","","","","","","","","","","","","","","","","","2025-10-26","1.20","1.20","30.0","24.4","26.6","87","24.2","7.8","356","24.1","1007.2","94","16.07"
"","","","","","","","","","","","","","","","","","","","","","2025-10-27","36.50","36.50","25.6","23.0","24.6","92","23.3","14.6","314","46.1","1005.9","100","3.25"
"","","","","","","","","","","","","","","","","","","","","","2025-10-28","81.60","81.60","24.9","22.8","23.9","88","21.8","15.7","270","43.2","1002.8","100","1.42"
"","","","","","","","","","","","","","","","","","","","","","2025-10-29","0.10","0.10","33.8","23.6","27.7","75","22.6","12.8","211","40.3","1004.5","71","20.08"
"","","","","","","","","","","","","","","","","","","","","","2025-10-30","0.50","0.50","32.8","23.9","28.0","73","22.2","10.5","220","30.6","1007.6","29","20.62"
"","","","","","","","","","","","","","","","","","","","","","2025-10-31","0.00","0.00","33.8","24.8","28.5","77","23.5","6.7","180","22.3","1009.0","3","21.83"
"","","","","","","","","","","","","","","","","","","","","","2025-11-01","0.00","0.00","33.5","25.4","28.6","81","24.4","7.7","206","26.6","1008.8","52","20.74"
"","","","","","","","","","","","","","","","","","","","","","2025-11-02","5.70","5.70","32.2","25.5","28.2","81","24.5","7.1","219","37.8","1009.3","97","18.87"
"","","","","","","","","","","","","","","","","","","","","","2025-11-03","3.90","3.90","33.3","24.8","27.7","81","24.0","7.8","263","38.9","1008.7","79","19.27"
"","","","","","","","","","","","","","","","","","","","","","2025-11-04","12.50","12.50","32.0","24.4","27.4","82","23.9","7.8","316","32.8","1008.2","71","15.63"
"","","","","","","","","","","","","","","","","","","","","","2025-11-05","5.00","5.00","31.5","24.3","26.9","85","24.0","5.8","305","25.2","1007.4","30","19.58"
"","","","","","","","","","","","","","","","","","","","","","2025-11-06","2.60","2.60","29.1","23.3","26.4","84","23.5","5.0","350","28.1","1008.4","59","16.99"
"","","","","","","","","","","","","","","","","","","","","","2025-11-07","0.40","0.40","31.8","24.2","27.7","75","22.4","6.6","8","27.7","1009.2","45","19.27"
"","","","","","","","","","","","","","","","","","","","","","2025-11-08","0.30","0.30","31.5","23.4","27.2","71","21.1","10.5","357","37.1","1010.2","27","19.17"
"","","","","","","","","","","","","","","","","","","","","","2025-11-09","1.00","1.00","30.5","22.9","26.6","72","20.8","9.8","357","34.2","1009.7","24","18.62"
"","","","","","","","","","","","","","","","","","","","","","2025-11-10","1.50","1.50","29.8","23.7","26.7","73","21.4","10.5","8","31.0","1009.9","56","16.42"
"","","","","","","","","","","","","","","","","","","","","","2025-11-11","1.50","1.50","30.5","25.0","27.1","78","22.9","9.7","15","31.3","1010.4","69","15.80"
"","","","","","","","","","","","","","","","","","","","","","2025-11-12","1.40","1.40","29.5","25.1","27.3","79","23.1","11.2","28","33.8","1010.9","39","16.74"
"","","","","","","","","","","","","","","","","","","","","","2025-11-13","2.30","2.30","28.4","23.9","26.4","80","22.5","11.4","36","37.1","1011.8","33","16.85"
"","","","","","","","","","","","","","","","","","","","","","2025-11-14","0.10","0.10","29.5","24.0","26.7","62","18.6","16.0","29","41.8","1011.7","16","20.14"
"","","","","","","","","","","","","","","","","","","","","","2025-11-15","0.20","0.20","29.2","22.4","25.7","70","19.7","14.3","4","45.4","1012.2","66","17.47"
"","","","","","","","","","","","","","","","","","","","","","2025-11-16","0.20","0.20","29.6","23.8","26.4","70","20.3","17.0","4","49.3","1012.7","81","13.60"
"","","","","","","","","","","","","","","","","","","","","","2025-11-17","4.40","4.40","28.1","23.9","25.4","75","20.6","17.2","360","48.6","1012.1","100","6.55"
"","","","","","","","","","","","","","","","","","","","","","2025-11-18","29.10","29.10","28.2","22.8","24.4","90","22.7","12.1","8","36.0","1010.9","75","14.42"
"","","","","","","","","","","","","","","","","","","","","","2025-11-19","0.90","0.90","29.5","22.5","25.7","79","21.5","13.7","7","38.9","1011.0","28","18.87"
"","","","","","","","","","","","","","","","","","","","","","2025-11-20","0.10","0.10","29.5","22.8","26.0","75","21.1","14.2","5","38.5","1011.4","78","18.42"
"","","","","","","","","","","","","","","","","","","","","","2025-11-21","7.70","7.70","28.5","23.8","25.3","90","23.4","10.7","5","34.2","1012.3","97","13.13"
"","","","","","","","","","","","","","","","","","","","","","2025-11-22","9.20","9.20","28.8","23.0","25.7","89","23.6","11.2","27","40.0","1011.9","99","15.60"
"","","","","","","","","","","","","","","","","","","","","","2025-11-23","22.90","22.90","28.8","22.8","25.0","90","23.2","10.4","23","34.9","1012.1","97","14.30"
"","","","","","","","","","","","","","","","","","","","","","2025-11-24","2.70","2.70","28.3","23.3","26.0","84","22.9","13.7","37","38.9","1012.3","100","11.20"
"","","","","","","","","","","","","","","","","","","","","","2025-11-25","1.70","1.70","28.9","24.1","26.1","77","21.8","16.3","37","40.7","1012.1","75","16.16"
"","","","","","","","","","","","","","","","","","","","","","2025-11-26","0.50","0.50","28.9","23.7","26.0","73","20.7","15.0","29","40.3","1012.4","90","17.25"
"","","","","","","","","","","","","","","","","","","","","","2025-11-27","0.30","0.30","28.2","24.2","26.1","70","20.3","18.7","35","45.7","1012.1","92","17.10"
"","","","","","","","","","","","","","","","","","","","","","2025-11-28","0.00","0.00","28.1","23.7","25.8","66","18.8","18.9","16","48.2","1010.5","100","17.69"
"","","","","","","","","","","","","","","","","","","","","","2025-11-29","22.30","22.30","26.4","23.1","24.2","88","22.1","16.4","11","41.0","1008.7","100","6.92"
"","","","","","","","","","","","","","","","","","","","","","2025-11-30","42.90","42.90","24.6","22.6","23.9","92","22.5","19.4","8","46.8","1007.8","100","5.14"
"","","","","","","","","","","","","","","","","","","","","","2025-12-01","72.20","72.20","24.8","23.4","24.0","94","23.0","25.2","354","52.6","1007.5","100","3.45"
"","","","","","","","","","","","","","","","","","","","","","2025-12-02","74.30","74.30","25.0","22.6","23.6","96","22.9","20.6","346","46.4","1008.4","100","4.43"
"","","","","","","","","","","","","","","","","","","","","","2025-12-03","36.40","36.40","26.5","22.9","24.2","93","22.9","7.1","43","33.8","1010.8","100","7.21"
"","","","","","","","","","","","","","","","","","","","","","2025-12-04","18.60","18.60","27.2","22.0","24.2","92","22.8","9.9","26","35.6","1012.6","86","10.54"
"","","","","","","","","","","","","","","","","","","","","","2025-12-05","3.20","3.20","28.9","23.2","25.9","78","21.7","15.8","30","45.7","1013.1","85","17.02"
"","","","","","","","","","","","","","","","","","","","","","2025-12-06","1.50","1.50","29.0","22.9","25.6","79","21.6","14.1","16","36.4","1013.5","41","17.28"
"","","","","","","","","","","","","","","","","","","","","","2025-12-07","1.70","1.70","28.4","22.5","24.9","82","21.5","13.4","9","41.0","1013.7","84","15.09"
"","","","","","","","","","","","","","","","","","","","","","2025-12-08","0.10","0.10","27.9","21.6","24.4","78","20.0","14.8","355","38.2","1013.2","69","17.50"
"","","","","","","","","","","","","","","","","","","","","","2025-12-09","0.20","0.20","28.5","22.1","24.7","78","20.3","15.0","355","40.0","1012.4","88","18.11"
"","","","","","","","","","","","","","","","","","","","","","2025-12-10","0.20","0.20","27.8","21.3","24.3","79","20.2","15.9","1","40.3","1013.0","58","17.64"
"","","","","","","","","","","","","","","","","","","","","","2025-12-11","0.50","0.50","28.4","21.9","24.5","78","20.1","13.9","3","40.0","1012.6","17","19.40"
"","","","","","","","","","","","","","","","","","","","","","2025-12-12","0.00","0.00","27.5","21.0","23.8","78","19.2","12.9","3","38.2","1012.1","42","19.60"
"","","","","","","","","","","","","","","","","","","","","","2025-12-13","0.00","0.00","27.2","19.2","23.2","77","18.6","10.9","8","33.1","1012.4","14","19.29"
"","","","","","","","","","","","","","","","","","","","","","2025-12-14","0.20","0.20","27.1","20.2","23.5","75","18.7","11.3","15","36.4","1012.9","18","18.46"
"","","","","","","","","","","","","","","","","","","","","","2025-12-15","0.00","0.00","27.3","20.5","24.0","74","18.8","12.6","16","35.3","1012.9","22","19.50"
"","","","","","","","","","","","","","","","","","","","","","2025-12-16","3.30","3.30","27.2","21.6","24.4","84","21.5","13.7","13","37.1","1012.2","82","9.69"
"","","","","","","","","","","","","","","","","","","","","","2025-12-17","2.60","2.60","28.4","21.8","24.7","83","21.3","14.7","16","42.8","1013.4","43","18.40"
"","","","","","","","","","","","","","","","","","","","","","2025-12-18","0.50","0.50","27.4","20.7","23.7","83","20.5","10.8","23","34.6","1013.3","92","14.97"
"","","","","","","","","","","","","","","","","","","","","","2025-12-19","0.00","0.00","27.2","20.5","23.4","81","19.8","7.7","22","25.2","1012.0","50","17.98"
"","","","","","","","","","","","","","","","","","","","","","2025-12-20","0.00","0.00","27.6","18.8","23.3","78","18.9","6.9","24","25.2","1010.7","34","17.22"
"","","","","","","","","","","","","","","","","","","","","","2025-12-21","0.20","0.20","27.8","21.1","24.0","75","19.0","9.6","18","30.6","1011.5","37","16.30"
"","","","","","","","","","","","","","","","","","","","","","2025-12-22","0.00","0.00","27.7","21.4","24.1","72","18.6","10.9","2","30.2","1011.5","85","14.24"
"","","","","","","","","","","","","","","","","","","","","","2025-12-23","0.00","0.00","27.8","19.5","23.5","76","18.7","10.6","11","32.8","1010.9","38","18.15"
"","","","","","","","","","","","","","","","","","","","","","2025-12-24","1.10","1.10","27.5","20.0","23.6","77","19.0","8.7","19","27.4","1011.0","49","18.04"
"","","","","","","","","","","","","","","","","","","","","","2025-12-25","1.00","1.00","26.9","20.0","23.5","80","19.7","11.9","11","33.5","1011.6","51","14.48"
"","","","","","","","","","","","","","","","","","","","","","2025-12-26","0.50","0.50","27.4","21.4","24.2","76","19.5","12.8","30","38.5","1011.7","45","16.47"
"","","","","","","","","","","","","","","","","","","","","","2025-12-27","0.50","0.50","27.6","20.4","23.8","71","18.0","9.9","16","32.0","1012.1","20","18.22"
"","","","","","","","","","","","","","","","","","","","","","2025-12-28","0.00","0.00","27.2","19.5","23.4","71","17.7","10.2","13","29.9","1012.7","11","18.12"
"","","","","","","","","","","","","","","","","","","","","","2025-12-29","0.00","0.00","27.3","20.1","23.5","75","18.6","11.9","14","35.6","1012.3","37","18.28"
"","","","","","","","","","","","","","","","","","","","","","2025-12-30","0.00","0.00","27.6","20.5","24.0","78","19.8","10.9","3","29.9","1011.3","71","13.98"
"","","","","","","","","","","","","","","","","","","","","","2025-12-31","0.70","0.70","28.0","21.6","24.6","84","21.5","10.0","13","28.8","1009.6","56","14.21"
